┼进制	十进制
又脏又嗅	又脏又臭
右军習气	右军习气
右顷	右倾
右手画圆左手画方	右手画圆，左手画方
幼雅	幼稚
幼雅可笑	幼稚可笑
蚴黑	黝黑
纡回	迂回
纡青拕紫	纡青拖紫
纡硃怀金	纡朱怀金
纡硃拖紫	纡朱拖紫
纡硃曳紫	纡朱曳紫
迂徊渐进	迂回渐进
迂徊战术	迂回战术
迂人不淑	遇人不淑
迂水搭桥	遇水搭桥
渝期	逾期
渝期作废	逾期作废
于阗	于田
予测予测	预测预测
予防医学家	预防医学家
余辉	余晖
余辉映照	余晖映照
余年无多	馀年无多
余音嫋嫋	余音袅袅
余音绕粱	余音绕梁
余勇可嘉	余勇可贾
於安思危	于安思危
於此	于此
於乎	呜呼
於呼哀哉	呜呼哀哉
於是	于是
於戏	呜呼
鱼产	渔产
鱼场	渔场
鱼船	渔船
鱼村	渔村
鱼鼓	渔鼓
鱼鼓道情	渔鼓道情
鱼贯而人	鱼贯而入
鱼具	渔具
鱼目混珎	鱼目混珍
鱼水相懽	鱼水相欢
鱼网	渔网
鱼网鸿罹	鱼网鸿离
鱼网纹	渔网纹
鱼鲜晕腥	鱼鲜荤腥
鱼业	渔业
鱼游濠上	鱼游壕上
鱼游燋釜	鱼游焦釜
俞墙钻隙	逾墙钻隙
馀杯冷炙	余杯冷炙
馀风遗文	余风遗文
馀妙绕梁	余妙绕梁
馀声三日	余声三日
馀响绕梁	余响绕梁
馀兴	余兴
馀腥残秽	余腥残秽
馀音绕梁	余音绕梁
馀勇可贾	余勇可贾
馀韵流风	余韵流风
馀子碌碌	余子碌碌
渔网鸿离	鱼网鸿离
渔汛	鱼汛
雩都	于都
逾墙窥蠙	逾墙窥玭
逾墙钻蠙	逾墙钻玭
愚味	愚昧
愚味无知	愚昧无知
愚者千虑必有一得	愚者千虑，必有一得
瑜不揜瑕	瑜不掩瑕
与其杀是僮孰若卖之	与其杀是僮，孰若卖之
与其坐而待亡孰若起而拯之	与其坐而待亡，孰若起而拯之
与人方便自己方便	与人方便，自己方便
与日具增	与日俱增
与身具来	与身俱来
与生具来	与生俱来
与世沈浮	与世沉浮
羽林军	御林军
羽扇伦巾	羽扇纶巾
雨打巴焦	雨打芭蕉
雨过天青	雨过天晴
雨後春笋	雨后春笋
雨淋日曬	雨淋日晒
雨声嘀嗒	雨声滴答
雨声滴嗒	雨声滴答
雨声浙沥	雨声淅沥
语辞	语词
语惊四坐	语惊四座
语颇镌永	语颇隽永
语无仑次	语无伦次
语无论次	语无伦次
玉迟临风	玉树临风
玉厄无当	玉卮无当
玉个大帝	玉皇大帝
玉蛄琼浆	玉液琼浆
玉箫金琯	玉箫金管
驭夫有术	御夫有术
预会	与会
预激综合症	预激综合征
预闻	与闻
欲盖弥章	欲盖弥彰
欲加之罪何患无辞	欲加之罪，何患无辞
欲穷千里目更上一层楼	欲穷千里目，更上一层楼
欲要人不知除非己莫为	欲要人不知，除非己莫为
喻意	喻义
御手	驭手
裕後光前	裕后光前
遇难成详	遇难呈祥
豫备	预备
豫防	预防
豫感	预感
豫期	预期
鹬蚌持争渔翁得利	鹬蚌持争，渔翁得利
鹬蚌相持渔翁得利	鹬蚌相持，渔翁得利
鹬蚌相争渔人得利	鹬蚌相争，渔人得利
鹬蚌相争渔翁得利	鹬蚌相争，渔翁得利
鬻矛誉楯	鬻矛誉盾
鬰林	玉林
冤有头债有主	冤有头，债有主
渊清玉絜	渊清玉洁
渊沅流长	源远流长
渊源流长	源远流长
元本	原本
元来	原来
元煤	原煤
元霄节	元宵节
元鱼	鼋鱼
元元本本	原原本本
员林	园林
园形	圆形
园凿方纳	圆凿方枘
园凿方枘	圆凿方枘
园锥曲线	圆锥曲线
沅清流洁	源清流洁
沅沅本本	原原本本
沅沅不断	源源不断
沅沅不竭	源源不竭
沅沅不绝	源源不绝
沅沅而来	源源而来
沅沅流长	源远流长
原驰蜡象	原驰蜡像
原故	缘故
原配	元配
原气	元气
原气大伤	元气大伤
原物壁还	原物璧还
原形必露	原形毕露
原由	缘由
原子幅射	原子辐射
援茂	援藏
缘份	缘分
缘来是你	原来是你
缘悭分线	缘悭分浅
缘慳分浅	缘悭分浅
缘慳一面	缘悭一面
源本	原本
源源本本	原原本本
圜凿方枘	圆凿方枘
怨家对头	冤家对头
怨家债主	冤家债主
怨天万人	怨天尤人
怨天忧人	怨天尤人
怨天由人	怨天尤人
怨天犹人	怨天忧人
怨由	怨尤
怨怨相报	冤冤相报
院不愿	愿不愿
约翰尼斯堡	约翰内斯堡
约翰施特劳斯	约翰·施特劳斯
约莫	约摸
月光蒙眬	月光朦胧
月光溶容	月光溶溶
月浩清辉	月皓清辉
月落星沈	月落星沉
月明星希	月明星稀
月色蒙眬	月色朦胧
月蚀	月食
月下老兒	月下老儿
月晕礎润	月晕础润
刖趾適屦	刖趾适屦
越徂代庖	越俎代庖
越过漩涡	越过旋涡
越阻代庖	越俎代庖
籥地呼天	龠地呼天
云豆	芸豆
云堦月地	云阶月地
纭纭众生	芸芸众生
陨殁	殒殁
殒落	陨落
运筹画策	运筹划策
运筹围幄	运筹帷幄
运筹帏幄	运筹帷幄
运筹唯幄	运筹帏幄
运筹唯握	运筹帏幄
运筹帷握	运筹帷幄
运筹惟幄	运筹帏幄
运筹维幄	运筹帏幄
运用之妙，存于一心	运用之妙，存乎一心
运用之妙存乎一心	运用之妙，存乎一心
运用之妙存于一心	运用之妙，存乎一心
晕忽	晕乎
晕糊	晕乎
晕腥	荤腥
晕晕糊糊	晕晕乎乎
酝藉	蕴藉
缊藉	蕴藉
韫匵藏珠	韫椟藏珠
韫匵而藏	韫椟而藏
蕴茂	蕴藏
蕴茂量	蕴藏量
蕴茂着	蕴藏着
蕴酿	酝酿
蕴育	孕育
咂嘴弄脣	咂嘴弄唇
咂嘴舔脣	咂嘴舔唇
杂贷	杂货
杂脍	杂烩
杂揉	杂糅
杂遝	杂沓
砸咀弄舌	咂嘴弄舌
载歌载午	载歌载舞
载懽载笑	载欢载笑
再穿著	再穿着
再放异采	再放异彩
再接再历	再接再厉
再接再励	再接再厉
再接再砺	再接再厉
再生能沅	再生能源
再做冯妇	再作冯妇
在家靠父母，出外靠朋友	在家靠父母，出门靠朋友
在人矮檐下怎敢不低头	在人矮檐下，怎敢不低头
在特在通常情况下	在通常情况下
在这个时侯	在这个时候
在坐	在座
簪笔罄折	簪笔磬折
赃贿狼籍	赃贿狼藉
赃乱	脏乱
赃乱现象	脏乱现象
赃私狼籍	赃私狼藉
赃汙狼藉	赃污狼藉
赃污狼籍	赃污狼藉
臧穀亡羊	臧谷亡羊
脏官污吏	赃官污吏
脏款	赃款
脏钱	赃钱
脏钱害身	赃钱害身
脏物	赃物
脏物归公	赃物归公
脏稀稀	脏兮兮
糟塌	糟蹋
糟踏	糟蹋
凿柄	凿枘
早些时侯	早些时候
早知今日何必当初	早知今日，何必当初
早知今日悔不当初	早知今日，悔不当初
枣类植物	藻类植物
澡类学	藻类学
皁白不分	皂白不分
皁白沟分	皂白沟分
皁白难分	皂白难分
皁丝麻线	皂丝麻线
造端讬始	造端托始
造就人材	造就人才
造谋布穽	造谋布阱
造象	造像
造形艺术	造型艺术
造谣污蔑	造谣诬蔑
造谣中尚	造谣中伤
噪刮	噪聒
燥动	躁动
燥急	躁急
躁热	燥热
躁热异常	燥热异常
躁之过急	操之过急
责责	啧啧
齰舌缄脣	齰舌缄唇
怎麽	怎么
增溶	增容
增与	赠与
咋咋唬唬	咋咋呼呼
劄记	札记
扎根串连	扎根串联
扎记	札记
扎以尔	扎伊尔
铡门	闸门
乍暧还寒	乍暖还寒
斋粉	齑粉
债卷	债券
沾花惹草	拈花惹草
沾污清白	玷污清白
沾沾自衒	沾沾自炫
粘稠	黏稠
粘稠的	黏稠的
粘而不腻	黏而不腻
粘附分子	黏附分子
粘合斑	黏合斑
粘合而成	黏合而成
粘合在一起	黏合在一起
粘合着	黏合着
粘乎乎	黏乎乎
粘糊	黏糊
粘糊糊	黏糊糊
粘糊糊的	黏糊糊的
粘花惹草	拈花惹草
粘化	黏化
粘结地	黏结地
粘结剂	黏结剂
粘结性	黏结性
粘菌的	黏菌的
粘米	黏米
粘膜免疫	黏膜免疫
粘膜炎	黏膜炎
粘皮著骨	粘皮着骨
粘亲带故	沾亲带故
粘土	黏土
粘团	黏团
粘涎	黏涎
粘性	黏性
粘性之物	黏性之物
粘液	黏液
粘液菌	黏液菌
粘液囊	黏液囊
粘液素	黏液素
粘液性水肿	黏液性水肿
粘液质	黏液质
粘质物	黏质物
粘著	黏着
粘著性	黏着性
粘着地	黏着地
粘着剂	黏着剂
粘着力	黏着力
粘着性	黏着性
粘着语	黏着语
氈上拖毛	毡上拖毛
瞻顾前後	瞻顾前后
瞻前顾後	瞻前顾后
瞻前忽後	瞻前忽后
瞻前思後	瞻前思后
瞻养	赡养
瞻养父母	赡养父母
斩新	崭新
展开竟赛	展开竞赛
展开想象	展开想像
展露头角	崭露头角
展转	辗转
展转反侧	辗转反侧
崭露头脚	崭露头角
辗毙	碾毙
辗成	碾成
辗米	碾米
辗平	碾平
辗轧声	碾轧声
占居优势	占据优势
战鼓冬冬	战鼓咚咚
战战遑遑	战战惶惶
张驰	张弛
张驰有度	张弛有度
张脣植髭	张唇植髭
张大其辞	张大其词
张灯结采	张灯结彩
张慌	张皇
张慌失措	张皇失措
张惶失措	张皇失措
张袂成荫	张袂成阴
张牙午爪	张牙舞爪
张牙舞瓜	张牙舞爪
章节按排	章节安排
彰明较着	彰明较著
彰明校著	彰明较著
麞头鼠目	獐头鼠目
仗义输财	仗义疏财
仗义直言	仗义执言
帐本	账本
帐簿	账簿
帐册	账册
帐单	账单
帐房	账房
帐房先生	账房先生
帐号	账号
帐户	账户
帐款	账款
帐面	账面
帐面价值	账面价值
帐目	账目
帐蓬	帐篷
帐上	账上
帐头	账头
帐务	账务
帐主子	账主子
招魂扬播	招魂扬幡
招聘启示	招聘启事
招术用尽	招数用尽
招贤纳上	招贤纳士
招摇装骗	招摇撞骗
招之即来	召之即来
找碴儿	找茬儿
找岔	找茬
召之既来	召之即来
照插不误	照查不误
照胡芦画瓢	照葫芦画瓢
照像	照相
照像机	照相机
蜇伏	蛰伏
遮避	遮蔽
遮避风寒	遮蔽风寒
遮前掩後	遮前掩后
遮天避日	遮天蔽日
遮掩法	遮眼法
遮阳蓬	遮阳篷
折迭	折叠
折洗缝连	拆洗缝连
摺叠为	折叠为
辙乱旂靡	辙乱旗靡
这到不错	这倒不错
这个时侯	这个时候
这麽	这么
这末	这么
这时侯	这时候
浙沥	淅沥
针贬	针砭
针贬时弊	针砭时弊
针打印机	针式打印机
针角细密	针脚细密
针孔照像机	针孔照相机
针眨	针砭
针眨时弊	针砭时弊
针炙	针灸
针炙疗法	针灸疗法
针状吻	针状物
珍茂	珍藏
珍羞	珍馐
真工夫	真功夫
真信实意	真心实意
真脏实犯	真赃实犯
真知卓见	真知灼见
真知拙见	真知灼见
真珠	珍珠
獉狉	榛狉
箴口	缄口
箴口不言	缄口不言
振耳欲聋	震耳欲聋
振惊	震惊
振聋发溃	振聋发聩
振聋发嘳	振聋发聩
振振有辞	振振有词
镇坪县	镇平县
震幅	振幅
震古铄今	震古烁今
震憾	震撼
震憾人心	震撼人心
震聋发聩	振聋发聩
争前恐後	争前恐后
争呜	争鸣
争先恐後	争先恐后
征候学	症候学
征状	症状
怔敛无期	征敛无期
蒸气机	蒸汽机
蒸气机车	蒸汽机车
蒸气计	蒸汽计
蒸气涡炉	蒸汽锅炉
蒸气浴	蒸汽浴
蒸汽计	蒸气计
徵发	征发
徵募	征募
徵收	征收
徵文启事	征文启事
徵召	征召
徵兆	征兆
整襟危坐	正襟危坐
整型术	整形术
整型外科	整形外科
正本清沅	正本清源
正大堂煌	正大堂皇
正儿巴经	正儿八经
正兒巴经	正儿巴经
正襟危座	正襟危坐
正襟威坐	正襟危坐
正经八摆	正经八百
正经八儿	正经八百
证卷	证券
证卷市场	证券市场
证引	征引
政情报导	政情报道
政治局侯补委员	政治局候补委员
症侯	症候
症侯群	征候群
症候不轻	征候不轻
症候明显	征候明显
症兆	征兆
之乎也者	之乎者也
之死不渝	至死不渝
支解	肢解
支离破悴	支离破碎
支票薄	支票簿
支气菅炎	支气管炎
支吾其辞	支吾其词
支吾奇词	支吾其词
支着儿	支招儿
吱吾其词	支吾其词
枝大於本	枝大于本
枝附叶著	枝附叶着
枝幹相持	枝干相持
枝解	肢解
枝离破碎	支离破碎
枝梧	支吾
枝捂	支吾
枝桠	枝丫
枝椏	枝丫
知不诈愚	智不诈愚
知己知彼百战不殆	知己知彼，百战不殆
知幾其神	知几其神
知尽能索	智尽能索
知其然不知其所以然	知其然，不知其所以然
知其然而不知其所以然	知其然，而不知其所以然
知人口面不知心	知人知面不知心
知识份子	知识分子
知书达礼	知书达理
知水仁山	智水仁山
知无不言言无不尽	知无不言，言无不尽
知小谋大	智小谋大
知小言大	智小言大
知已知彼	知己知彼
知迂之恩	知遇之恩
知之为知之不知为不知	知之为知之，不知为不知
知足长乐	知足常乐
织白守黑	知白守黑
脂麻	芝麻
执径问难	执经问难
执著的追求	执着的追求
执著追求	执着追求
直拔	直拨
直拔电话	直拨电话
直拔功能	直拨功能
直尺天涯	咫尺天涯
直缝如柱	直缝如注
直角座标	直角坐标
直接了当	直截了当
直捷了当	直截了当
直上九宵	直上九霄
直上重宵	直上重霄
直抒已见	直抒己见
直言不违	直言不讳
直言不纬	直言不讳
值得主义	值得注意
职联酋	阿联酋
跖狗吠尧	蹠狗吠尧
跖犬吠尧	蹠犬吠尧
跖犬噬尧	蹠犬噬尧
蹠骨	跖骨
蹢躅	踯躅
止於至善	止于至善
只见树木不见森林	只见树木，不见森林
只可会意不可言传	只可意会，不可言传
只可意会不可言传	只可意会，不可言传
只身飘泊	只身漂泊
只听楼梯响不见人下来	只听楼梯响，不见人下来
只许州官放火不许百姓点灯	只许州官放火，不许百姓点灯
只要功夫深铁杵磨成针	只要功夫深，铁杵磨成针
只争相夕	只争朝夕
只知其一不知其二	只知其一，不知其二
旨酒嘉肴	旨酒佳肴
纸煤儿	纸媒儿
咫尺天崖	咫尺天涯
指东划西	指东画西
指高气扬	趾高气扬
指天划地	指天画地
指皁为白	指皂为白
至於	至于
志高气扬	趾高气扬
志在比得	志在必得
制钉者	制定者
制醣	制糖
治郭安邦	治国安邦
治療	治疗
质量上层	质量上乘
栉比鳞差	栉比鳞次
致词	致辞
致胜	制胜
致以节日的问侯	致以节日的问候
致之度外	置之度外
智识份子	知识分子
智识阶级	知识阶级
智者千虑必有一失	智者千虑，必有一失
滞碍难行	窒碍难行
置若惘闻	置若罔闻
置偌罔闻	置若罔闻
置死地而后快	置之死地而后快
置于死地而后生	置之死地而后生
置之生死于度外	置生死于度外
置啄	置喙
疐後跋前	疐后跋前
中国男蓝	中国男篮
中河失舟一壶千金	中河失舟，一壶千金
中坚份子	中坚分子
中恳	中肯
中流底柱	中流砥柱
中流抵柱	中流砥柱
中流失舟一壶千金	中流失舟，一壶千金
中流一壸	中流一壶
中美州	中美洲
中南美州	中南美洲
中途缀学	中途辍学
中外合壁	中外合璧
中西合壁	中西合璧
中西和璧	中西合璧
中洲	中州
忠言逆耳但利于行	忠言逆耳，但利于行
终身职	终身制
终天之根	终天之恨
盅惑人心	蛊惑人心
锺爱地	钟爱地
锺鼎山林	钟鼎山林
锺灵毓秀	钟灵毓秀
锺鸣鼎食	钟鸣鼎食
锺鸣漏尽	钟鸣漏尽
锺情	钟情
螽羽诜诜	螽羽莘莘
种瓜得瓜种豆得豆	种瓜得瓜，种豆得豆
种籽	种子
种族岐视	种族歧视
仲介	中介
众采众说	博采众说
众口烁金	众口铄金
众口一辞	众口一词
众目睦睦	众目睽睽
众目招彰	众目照彰
众目照彰	众目昭彰
众判亲离	众叛亲离
众矢之地	众矢之的
众说纷云	众说纷纭
众喣飃山	众喣飘山
重蹈复辙	重蹈覆辙
重迭	重叠
重趼	重茧
重峦迭嶂	重峦叠嶂
重气徇名	重气殉名
重气徇命	重气殉命
重气狥名	重气徇名
重赏之下必有勇夫	重赏之下，必有勇夫
重施故技	重施故伎
重叟无欺	童叟无欺
重五	重午
重现光采	重现光彩
重宵	重霄
重新起动	重新启动
重裀列鼎	重茵列鼎
重用人材	重用人才
重於泰山	重于泰山
重粘土	重黏土
重整齐鼓	重整旗鼓
重足而立侧目而视	重足而立，侧目而视
重足一蹟	重足一迹
州际	洲际
周邦彥	周邦彦
周穷卹匮	周穷恤匮
周未	周末
周瑜打黄盖，一个愿打一个愿挨	周瑜打黄盖，一个愿打，一个愿挨
诪张	侜张
赒济	周济
轴後地	轴后地
咒咀	咒诅
绉纹	皱纹
绉褶	皱摺
朱脣粉面	朱唇粉面
朱脣皓齿	朱唇皓齿
朱脣玉面	朱唇玉面
朱轓皁盖	朱幡皂盖
朱罗纪	侏罗纪
朱门酒肉臭路有冻死骨	朱门酒肉臭，路有冻死骨
朱槃玉敦	朱盘玉敦
朱熔基	朱镕基
诛除异已	诛除异己
诛连	株连
诛连九族	株连九族
珠沉玉磒	珠沉玉陨
珠光宝器	珠光宝气
珠江三角州	珠江三角洲
珠连壁合	珠连璧合
珠连璧合	珠联璧合
珠联壁合	珠联璧合
珠槃玉敦	珠盘玉敦
珠玉在傍	珠玉在旁
珠园玉润	珠圆玉润
诸候	诸侯
硃脣粉面	朱唇粉面
硃脣皓齿	朱唇皓齿
硃脣玉面	朱唇玉面
硃轓皁盖	朱轓皂盖
硃干玉戚	朱干玉戚
硃楼碧瓦	朱楼碧瓦
硃楼绮户	朱楼绮户
硃轮华毂	朱轮华毂
硃甍碧瓦	朱甍碧瓦
硃弦三叹	朱弦三叹
硃颜翠发	朱颜翠发
硃颜绿发	朱颜绿发
硃衣点头	朱衣点头
蛛丝蚂迹	蛛丝马迹
竹簧	竹黄
竹兰打水	竹篮打水
竹蓝打水	竹篮打水
竹蓝打水一场空	竹篮打水一场空
竹蔑	竹篾
竹滕	竹藤
主薄	主簿
主观想象	主观想像
主弦律	主旋律
主要部份	主要部分
主一无適	主一无适
属於	属于
贮茂	贮藏
柱杖	拄杖
柱杖而行	拄杖而行
祝辞	祝词
祝妳们	祝你们
著粪佛头	着粪佛头
著名权	署名权
著色	着色
著实	着实
著手	着手
著手成春	着手成春
著手进行	着手进行
著手生春	着手生春
著有成效	卓有成效
筑舍道傍	筑舍道旁
抓髻	髽髻
抓鬏	髽鬏
拽欛扶犁	拽把扶犁
专程竭见	专程谒见
专横拔扈	专横跋扈
专横拨扈	专横跋扈
专力	专利
砖窑厂	砖窑场
转纽	转钮
转弯磨角	转弯抹角
